Name,Screener,LTP,Change(%),Open,Volume,Market Cap (Cr.),PE Ratio,Industry PE,52W High,52W Low,1M Returns,3M Returns,1 Yr Returns,3 Yr Returns,5 Yr Returns,PB Ratio,Dividend,ROE,ROCE,EPS,50 DMA,200 DMA,RSI,Margin Funding,Margin Pledge
"LIC Housing Finance","https://scanx.trade/company/lic-housing-finance-ltd","527.95","-1.82%","525.00","17,33,321","29,040.58","5.39","11.86","646.50","483.70","3.51%","-4.05%","2.82%","50.63%","21.87%","0.77","1.86%","15.12%","9.65%","86.33","525.85","566.32","51.22","76.00%","87.50%"
"Bandhan Bank","https://scanx.trade/company/bandhan-bank-ltd","177.66","-2.37%","176.94","83,91,506","28,620.52","29.14","9.58","192.48","134.06","19.22%","18.72%","29.78%","-21.87%","-47.50%","1.19","0.82%","10.32%","7.35%","15.97","155.71","163.47","63.82","59.47%","80.00%"
"Amber Enterprises","https://scanx.trade/company/amber-enterprises-india-ltd","7,884.50","-1.12%","7,614.00","1,83,333","27,731.40","153.46","14.40","8,626.00","5,400.50","43.09%","11.00%","32.52%","322.12%","146.24%","7.70","-","6.59%","14.95%","47.37","6,724.74","7,200.02","68.22","69.46%","80.00%"
"Tata Elxsi","https://scanx.trade/company/tata-elxsi-ltd","4,449.30","-1.41%","4,317.70","3,03,080","27,717.02","48.43","49.84","6,735.00","4,455.00","-17.83%","-14.39%","-20.02%","-30.03%","69.68%","10.40","1.66%","36.00%","52.73%","126.48","5,245.27","5,617.69","27.79","76.00%","87.45%"
"Exide Industries","https://scanx.trade/company/exide-industries-ltd","322.80","-3.44%","315.35","16,51,619","27,438.00","34.24","130.27","431.00","308.45","-0.14%","-12.37%","-8.94%","86.11%","56.28%","1.93","0.60%","6.84%","8.57%","10.29","342.77","377.25","36.78","76.00%","87.50%"
"CDSL","https://scanx.trade/company/central-depository-services-ltd","1,228.30","-3.45%","1,205.20","31,50,540","25,671.47","55.90","33.88","1,828.90","1,047.45","-7.09%","-24.39%","6.46%","150.72%","291.43%","15.26","0.98%","27.84%","37.66%","45.91","1,380.43","1,539.89","31.92","72.64%","80.00%"
"Kaynes Technology India","https://scanx.trade/company/kaynes-technology-ltd","3,736.60","-3.11%","3,671.00","11,83,553","25,048.17","66.42","14.40","7,705.00","3,294.90","12.11%","-32.96%","-7.31%","326.63%","441.58%","5.52","-","9.91%","15.98%","32.73","3,799.21","5,555.02","44.70","69.50%","75.00%"
"NBCC","https://scanx.trade/company/nbcc-ltd","89.36","-3.57%","86.05","1,32,60,337","24,127.20","37.24","33.88","130.70","70.80","-7.72%","-23.90%","17.97%","303.07%","173.52%","9.37","0.72%","13.09%","26.58%","3.11","104.50","110.67","28.93","69.79%","80.00%"
"Manappuram Finance","https://scanx.trade/company/manappuram-finance-ltd","282.00","-0.44%","280.00","70,99,198","23,869.46","62.15","30.18","321.60","194.51","-4.44%","-1.28%","35.41%","175.93%","61.65%","1.88","1.41%","18.98%","10.79%","26.55","301.07","278.48","37.11","73.96%","80.00%"
"Tata Technologies","https://scanx.trade/company/tata-technologies-ltd","580.40","-0.86%","568.00","10,19,890","23,549.36","44.72","49.84","797.00","568.80","-10.90%","-14.34%","-18.85%","-55.80%","-55.80%","6.66","2.00%","21.09%","23.64%","16.02","635.33","684.62","34.70","75.00%","87.50%"
"Nuvama Wealth Management","https://scanx.trade/company/nuvama-wealth-management-ltd","1,206.50","-3.08%","1,188.80","4,78,751","21,934.91","22.08","30.18","1,701.70","947.09","-4.64%","-18.31%","12.42%","-53.82%","-53.82%","6.01","2.29%","21.55%","23.65%","203.79","1,373.89","1,406.80","32.73","50.00%","75.00%"
"PNB Housing Finance","https://scanx.trade/company/pnb-housing-finance-ltd","813.30","-1.39%","811.15","7,82,909","21,187.16","9.88","11.86","1,141.90","746.70","-1.47%","-10.70%","3.64%","70.14%","127.05%","1.20","0.60%","10.07%","9.27%","61.35","894.80","925.25","37.06","73.81%","80.00%"
"KPIT Technologies","https://scanx.trade/company/kpit-technologies-ltd","754.25","-2.19%","736.00","16,81,199","20,677.30","29.42","49.84","1,434.50","758.00","-31.70%","-38.12%","-39.75%","-7.66%","429.30%","6.48","1.09%","27.67%","35.48%","24.17","1,039.61","1,192.20","19.86","73.78%","85.10%"
"Angel One","https://scanx.trade/company/angel-broking-ltd","226.32","-2.95%","220.10","70,12,943","20,558.76","27.62","30.18","328.50","194.10","-11.01%","-18.12%","3.07%","118.35%","590.00%","3.66","2.04%","37.04%","33.08%","132.93","252.25","260.10","32.21","69.05%","80.00%"
"Piramal Pharma","https://scanx.trade/company/piramal-pharma-ltd","152.81","-2.13%","152.62","20,46,239","20,312.24","-126.95","4.41","240.95","148.31","0.24%","-18.02%","-25.32%","96.09%","-17.64%","2.57","0.09%","0.23%","7.02%","0.30","164.69","188.50","36.09","72.62%","80.00%"
"RBL Bank","https://scanx.trade/company/rbl-bank-ltd","313.15","-2.06%","310.00","52,96,391","19,320.65","27.35","9.58","340.40","150.60","6.03%","0.45%","92.27%","105.55%","32.66%","1.22","0.31%","8.49%","5.64%","21.30","309.74","279.58","48.20","57.29%","80.00%"
"PG Electroplast","https://scanx.trade/company/pg-electroplast-ltd","617.30","-1.69%","595.05","18,93,193","17,590.84","64.63","14.40","1,008.00","465.00","19.04%","5.43%","-22.34%","355.61%","1,846.09%","6.17","0.04%","19.57%","14.42%","7.08","587.18","630.07","56.88","66.60%","75.00%"
"Syngene International","https://scanx.trade/company/syngene-international-ltd","412.25","-2.36%","413.15","14,03,365","16,611.18","48.32","33.88","760.00","418.10","-15.82%","-35.59%","-39.13%","-27.92%","-26.14%","3.59","0.30%","11.98%","13.20%","11.85","539.32","622.03","19.36","76.00%","80.00%"
"Crompton Greaves","https://scanx.trade/company/crompton-greaves-consumer-electricals-ltd","253.45","-1.71%","247.00","39,67,184","16,320.02","35.14","5.06","367.50","217.40","14.09%","-4.95%","-22.16%","-15.76%","-34.42%","4.88","1.16%","12.81%","19.23%","7.36","251.22","297.40","46.32","76.00%","80.00%"
"KFin Technologies","https://scanx.trade/company/kfin-technologies-ltd","936.00","-2.16%","934.00","7,78,066","16,136.73","47.49","33.88","1,388.50","823.00","-7.87%","-12.15%","11.05%","220.00%","157.25%","11.28","0.78%","21.56%","28.63%","15.80","1,032.13","1,107.27","34.51","68.53%","80.00%"
"CAMS","https://scanx.trade/company/cams-ltd","651.30","-3.88%","653.60","27,15,604","16,129.49","36.59","33.88","875.00","606.21","-6.65%","-16.38%","-0.04%","43.60%","74.95%","13.81","2.13%","38.33%","49.51%","78.32","724.40","773.11","28.89","74.00%","80.00%"
"Inox Wind","https://scanx.trade/company/inox-wind-ltd","89.19","-3.19%","88.06","1,20,82,239","15,414.15","29.73","5.06","198.13","91.65","-14.83%","-33.48%","-42.15%","236.57%","424.03%","2.44","-","-29.66%","12.30%","0.66","110.38","143.05","21.98","67.59%","75.00%"
"Sammaan Capital","https://scanx.trade/company/indiabulls-housing-finance-ltd","145.96","-2.63%","146.00","83,17,301","12,090.79","9.70","11.86","192.95","97.61","5.19%","-6.13%","30.04%","63.91%","-26.36%","0.56","1.34%","6.50%","3.96%","25.15","145.89","142.97","45.64","50.00%","75.00%"
"Indian Energy Exchange","https://scanx.trade/company/indian-energy-exchange-ltd","121.52","-3.28%","122.14","66,17,593","10,835.85","23.22","33.88","215.40","119.00","-4.73%","-13.75%","-22.57%","-15.02%","21.10%","8.94","2.39%","36.08%","47.66%","4.17","131.52","152.20","38.22","75.00%","65.00%"
