Name,Screener,LTP,Change(%),Open,Volume,Market Cap (Cr.),PE Ratio,Industry PE,52W High,52W Low,1M Returns,3M Returns,1 Yr Returns,3 Yr Returns,5 Yr Returns,PB Ratio,Dividend,ROE,ROCE,EPS,50 DMA,200 DMA,RSI,Margin Funding,Margin Pledge
"Pine Labs","https://scanx.trade/company/pine-labs-ltd","190.21","0.05%","190.00","8,35,874","21,841.36","905.24","49.35","284.00","189.00","-20.80%","-20.87%","-24.19%","-24.19%","-24.19%","3.77","-","-","-1.53%","-","222.74","-","30.65","-","75.00%"
"Welspun Corp","https://scanx.trade/company/welspun-corp-ltd","825.25","0.04%","828.00","5,47,138","21,769.32","11.16","24.85","994.00","664.30","12.96%","-5.26%","8.96%","344.28%","533.59%","2.65","0.60%","4.11%","28.96%","45.48","786.73","855.17","58.73","65.52%","80.00%"
"Schneider Electric Infra","https://scanx.trade/company/schneider-electric-infrastructure-ltd","906.45","0.92%","897.80","1,27,774","21,673.59","87.43","4.69","1,052.00","540.00","49.41%","23.63%","41.13%","437.00%","692.01%","32.58","-","-","35.47%","-","736.95","798.64","68.76","-","-"
"Deepak Nitrite","https://scanx.trade/company/deepak-nitrite-ltd","1,580.70","-0.83%","1,593.70","1,12,234","21,559.65","40.71","16.37","2,174.00","1,514.00","1.09%","0.71%","-16.12%","-12.77%","15.49%","3.94","0.47%","16.81%","14.43%","59.06","1,632.15","1,777.19","43.16","60.00%","80.00%"
"PNB Housing Finance","https://scanx.trade/company/pnb-housing-finance-ltd","824.75","-2.71%","846.70","7,67,208","21,485.44","10.11","13.07","1,141.90","746.70","1.52%","-9.95%","5.10%","71.22%","126.19%","1.23","0.59%","10.07%","9.27%","61.35","896.46","926.60","39.70","73.81%","80.00%"
"Angel One","https://scanx.trade/company/angel-broking-ltd","233.20","-5.40%","242.10","82,82,159","21,183.73","29.11","30.80","328.50","194.10","-7.28%","-15.18%","6.20%","120.19%","604.96%","3.85","1.94%","37.04%","33.08%","132.93","252.68","260.25","35.31","69.05%","-"
"Kalpataru Projects International","https://scanx.trade/company/kalpataru-power-transmission-ltd","1,240.10","3.65%","1,194.00","3,59,166","21,177.50","24.98","17.81","1,335.60","786.30","11.94%","1.23%","37.63%","137.59%","224.89%","2.94","0.75%","10.09%","16.19%","30.04","1,145.09","1,193.86","67.30","66.87%","80.00%"
"KPIT Technologies","https://scanx.trade/company/kpit-technologies-ltd","771.10","-2.85%","800.00","21,59,691","21,139.23","30.26","49.35","1,434.50","758.00","-30.81%","-35.47%","-38.41%","-7.51%","433.26%","6.66","1.06%","27.67%","35.48%","24.17","1,047.74","1,195.19","21.16","73.78%","85.12%"
"IIFL Finance","https://scanx.trade/company/iifl-finance-ltd","496.20","-1.75%","504.90","8,59,998","21,099.81","14.86","30.80","675.00","279.80","-4.79%","-13.06%","56.58%","17.76%","84.05%","1.66","-","15.76%","8.01%","38.34","562.60","505.11","38.06","71.28%","65.00%"
"City Union Bank","https://scanx.trade/company/city-union-bank-ltd","283.05","-2.60%","289.65","19,56,492","21,005.09","17.18","9.69","324.10","142.91","2.76%","1.58%","93.14%","110.29%","71.23%","2.17","0.69%","12.09%","6.36%","14.22","285.78","237.14","47.78","69.87%","80.00%"
"Bayer Crop Science","https://scanx.trade/company/bayer-crop-science-ltd","4,672.40","0.10%","4,653.00","10,022","20,998.74","31.37","31.37","6,511.00","4,273.00","6.55%","1.85%","-5.15%","5.32%","-9.14%","6.73","2.67%","25.99%","23.97%","148.24","4,534.40","5,116.32","52.61","70.34%","80.00%"
"Sai Life Sciences","https://scanx.trade/company/sai-life-sciences-ltd","998.25","3.50%","962.05","24,28,681","20,997.40","61.34","33.06","983.35","636.10","25.57%","13.44%","42.53%","30.55%","30.55%","9.00","-","-","12.52%","-","896.50","851.34","64.82","65.00%","70.00%"
"CESC","https://scanx.trade/company/cesc-ltd","158.15","-1.02%","159.19","14,09,632","20,963.90","13.72","35.41","185.26","126.78","12.62%","-8.82%","17.80%","119.04%","161.10%","1.66","2.83%","12.08%","9.56%","10.61","157.31","166.43","55.32","74.93%","80.00%"
"Piramal Pharma","https://scanx.trade/company/piramal-pharma-ltd","156.13","-3.87%","162.40","27,89,207","20,753.55","-131.83","4.43","240.95","148.31","3.12%","-16.68%","-23.70%","94.14%","-15.86%","2.67","0.09%","0.23%","7.02%","0.30","164.96","188.83","40.01","72.62%","80.00%"
"KIOCL","https://scanx.trade/company/kiocl-kudremukh-iron-ore-company-ltd","337.35","-1.62%","342.25","80,075","20,502.48","-283.88","-2.79","634.55","209.84","-0.75%","-4.78%","39.46%","71.99%","122.31%","12.59","-","-","-9.59%","-","362.31","367.43","41.43","-","-"
"Kirloskar Oil Engines","https://scanx.trade/company/kirloskar-oil-engines-ltd","1,393.20","-0.22%","1,396.30","2,17,691","20,247.57","38.08","57.18","1,475.50","544.40","27.33%","21.37%","141.00%","342.78%","766.15%","6.03","0.46%","16.53%","16.14%","33.13","1,244.63","1,017.99","65.35","60.00%","70.00%"
"Credit Access Grameen","https://scanx.trade/company/creditaccess-grameen-ltd","1,265.20","-5.50%","1,316.30","8,65,829","20,244.86","44.18","30.80","1,496.70","879.30","-9.15%","-7.65%","30.24%","26.37%","85.73%","2.99","-","22.01%","9.69%","93.77","1,295.46","1,297.12","45.95","63.87%","80.00%"
"Emami","https://scanx.trade/company/emami-ltd","462.60","-2.58%","473.00","7,07,375","20,192.49","26.07","71.16","653.35","470.00","-8.30%","-10.01%","-15.24%","21.13%","1.63%","7.07","2.11%","29.46%","32.79%","17.04","501.23","550.76","30.37","68.66%","80.00%"
"Sumitomo Chemical","https://scanx.trade/company/sumitomo-chemical-ltd","401.15","-0.86%","406.45","1,28,094","20,023.23","38.18","20.23","665.00","396.00","-4.23%","-12.08%","-15.48%","-10.16%","36.28%","6.35","0.30%","15.13%","22.88%","8.71","430.53","505.52","39.88","60.00%","75.00%"
"Aadhar Housing Finance","https://scanx.trade/company/aadhar-housing-finance-ltd","458.95","-3.42%","475.05","6,97,682","19,909.08","19.99","13.07","547.80","367.10","-2.02%","-5.73%","19.78%","39.31%","39.31%","2.99","-","14.73%","10.34%","18.84","477.06","485.38","43.38","60.00%","70.00%"
"Aditya Infotech","https://scanx.trade/company/aditya-infotech-ltd","1,689.00","4.91%","1,614.90","6,32,461","19,853.35","74.80","14.61","1,745.10","1,015.00","21.08%","6.47%","56.01%","56.01%","56.01%","11.96","-","-","44.01%","-","1,486.53","-","66.95","-","70.00%"
"Hatsun Agro Product","https://scanx.trade/company/hatsun-agro-product-ltd","889.70","-0.02%","886.20","23,705","19,817.91","56.96","47.30","1,179.00","855.30","1.24%","-16.21%","-9.25%","-2.04%","26.41%","10.85","0.67%","17.00%","18.26%","14.26","927.43","947.72","41.44","50.00%","-"
"Prime Focus","https://scanx.trade/company/prime-focus-ltd","254.83","-4.38%","266.01","31,55,056","19,774.57","-307.13","34.23","294.00","85.00","17.15%","48.83%","149.08%","263.52%","322.95%","11.93","-","-","3.62%","-","244.21","179.15","49.13","36.00%","65.00%"
"RBL Bank","https://scanx.trade/company/rbl-bank-ltd","319.75","-2.17%","324.00","48,96,917","19,727.85","28.00","9.69","340.40","150.60","10.79%","0.71%","96.32%","108.78%","35.72%","1.25","0.30%","8.49%","5.64%","21.30","309.46","279.07","53.38","57.29%","80.00%"
"Atul","https://scanx.trade/company/atul-ltd","6,674.00","2.23%","6,549.50","38,087","19,649.43","31.63","16.37","7,788.00","4,752.00","14.55%","12.38%","24.77%","-6.64%","1.75%","3.25","0.38%","6.28%","11.71%","112.61","6,223.82","6,427.29","63.10","70.29%","80.00%"
"EIH Hotels","https://scanx.trade/company/eih-hotels-ltd","313.55","-2.43%","321.00","6,23,651","19,608.29","29.96","-1.45","434.80","304.50","-2.75%","-16.44%","-4.87%","92.95%","224.25%","4.26","0.47%","16.58%","19.87%","10.16","340.16","370.09","34.12","68.20%","80.00%"
"Sarda Energy & Minerals","https://scanx.trade/company/sarda-energy-minerals-ltd","551.60","6.30%","518.90","63,21,104","19,437.35","17.32","18.50","639.75","396.60","18.82%","13.73%","18.18%","392.24%","1,345.49%","2.61","0.29%","17.24%","12.51%","15.69","504.08","506.59","67.45","50.00%","65.00%"
"Affle 3i","https://scanx.trade/company/affle-india-ltd","1,377.20","3.58%","1,330.00","7,88,986","19,376.53","42.67","49.35","2,185.90","1,246.00","-12.82%","-17.49%","-5.67%","39.09%","32.44%","5.75","-","16.73%","16.04%","22.65","1,643.69","1,816.55","29.67","60.00%","70.00%"
"Great Eastern Shipping Company","https://scanx.trade/company/great-eastern-shipping-company-ltd","1,338.90","-0.57%","1,343.00","1,50,847","19,115.10","8.49","19.12","1,375.00","797.50","20.75%","22.40%","59.78%","133.34%","326.20%","1.26","2.21%","21.09%","16.61%","199.62","1,191.13","1,056.46","67.95","67.97%","80.00%"
"Anant Raj","https://scanx.trade/company/anant-raj-industries-ltd","529.80","-1.14%","534.50","16,33,800","19,066.28","36.59","19.99","743.65","376.15","5.66%","-12.44%","9.71%","390.56%","969.22%","3.51","0.13%","7.18%","10.57%","8.81","546.47","570.25","43.46","50.00%","65.00%"
"HBL Engineering","https://scanx.trade/company/hbl-power-systems-ltd","684.75","-2.20%","697.00","10,05,342","18,980.92","24.40","130.59","1,122.00","405.00","-3.02%","-22.58%","50.96%","558.10%","1,726.00%","9.78","0.14%","10.35%","24.90%","11.84","803.26","769.54","31.42","61.74%","75.00%"
"Punjab & Sind Bank","https://scanx.trade/company/punjab-sind-bank-ltd","26.65","1.76%","26.19","49,63,666","18,909.73","15.32","10.57","50.50","25.22","-1.00%","-12.05%","-36.65%","4.72%","46.03%","1.44","0.27%","3.83%","5.58%","0.92","27.36","29.45","45.60","50.00%","75.00%"
"Jyoti CNC Automation","https://scanx.trade/company/jyoti-cnc-automation-ltd","820.45","-2.14%","835.95","3,64,063","18,658.93","53.87","-5.98","1,330.00","750.00","2.43%","-21.24%","2.97%","88.96%","88.96%","10.43","-","18.35%","25.44%","9.47","884.28","978.18","43.14","50.00%","65.00%"
"Sagility","https://scanx.trade/company/sagility-india-ltd","39.55","-2.06%","40.40","5,44,83,849","18,514.65","22.32","49.35","57.89","37.60","-23.49%","-21.43%","-8.17%","34.89%","34.89%","2.13","-","-","8.91%","-","49.46","46.30","20.98","60.00%","70.00%"
"Eris Lifesciences","https://scanx.trade/company/eris-lifesciences-ltd","1,358.30","-0.21%","1,368.30","32,897","18,502.34","40.07","33.06","1,910.00","1,097.20","-1.97%","-15.98%","11.74%","110.13%","131.63%","5.37","0.53%","16.85%","12.74%","27.95","1,445.15","1,603.07","42.47","68.93%","80.00%"
"Castrol","https://scanx.trade/company/castrol-india-ltd","186.91","-0.39%","187.90","9,81,088","18,487.69","19.54","16.37","251.95","180.66","1.76%","-2.65%","-14.45%","57.66%","44.11%","9.76","6.93%","40.73%","53.57%","8.95","186.98","200.63","50.14","67.54%","80.00%"
"Chambal Fertilisers & Chemicals","https://scanx.trade/company/chambal-fertilisers-chemicals-ltd","461.25","0.53%","460.05","5,69,462","18,480.09","9.60","75.63","742.20","410.20","5.90%","4.32%","-19.75%","68.22%","88.80%","1.87","2.18%","17.58%","24.43%","34.58","451.86","506.21","58.05","73.76%","80.00%"
"JSW Holdings","https://scanx.trade/company/jsw-jindal-south-west-holdings-ltd","16,587.00","-3.67%","17,201.00","2,751","18,410.95","133.69","30.80","27,740.00","15,494.00","-0.26%","-14.21%","-3.70%","324.77%","350.81%","0.57","-","-","0.66%","-","18,159.54","19,342.10","35.77","-","-"
"Grindwell Norton","https://scanx.trade/company/grindwell-norton-ltd","1,662.40","-0.14%","1,658.20","3,78,359","18,406.09","47.34","42.15","1,884.00","1,356.05","7.61%","5.49%","11.92%","-12.70%","90.83%","8.11","1.02%","18.58%","20.71%","34.33","1,600.64","1,634.81","55.93","68.22%","80.00%"
"Sundram Fasteners","https://scanx.trade/company/sundram-fasteners-ltd","873.15","-4.00%","909.50","1,22,179","18,347.36","34.36","130.59","1,080.00","831.15","-4.10%","-9.22%","-9.05%","-10.66%","21.81%","4.72","0.79%","15.27%","18.24%","25.50","929.22","974.60","34.55","72.43%","80.00%"
"Tata Chemicals","https://scanx.trade/company/tata-chemicals-ltd","717.40","0.19%","716.80","4,76,011","18,276.22","51.82","16.37","1,026.65","684.25","0.55%","-11.98%","-10.53%","-26.20%","-2.99%","0.82","1.54%","1.94%","3.43%","29.55","733.01","860.71","49.76","76.00%","80.00%"
"Gujarat Mineral Development Corporation","https://scanx.trade/company/gujarat-mineral-development-corporation-ltd","569.40","-1.28%","581.65","30,87,978","18,106.92","18.54","-2.79","651.00","226.59","9.75%","7.82%","127.08%","316.68%","817.65%","2.73","1.75%","20.97%","12.42%","18.32","571.91","500.02","49.09","62.20%","78.50%"
"Data Patterns","https://scanx.trade/company/data-patterns-india-ltd","3,210.20","-1.03%","3,230.00","9,67,561","17,971.97","73.52","15.18","3,280.00","1,351.15","47.09%","9.12%","111.13%","162.08%","325.19%","11.81","0.24%","2.20%","11.06%","33.70","2,675.41","2,746.16","70.86","0.00%","70.00%"
"Craftsman Automation","https://scanx.trade/company/craftsman-automation-ltd","7,526.00","-2.95%","7,740.00","44,754","17,953.71","55.25","130.59","8,220.00","3,700.00","4.55%","5.99%","80.00%","122.07%","424.24%","6.10","0.06%","19.26%","10.28%","118.71","7,631.73","6,706.36","42.57","66.99%","80.00%"
"PG Electroplast","https://scanx.trade/company/pg-electroplast-ltd","627.90","0.52%","621.00","16,12,812","17,892.90","64.31","15.18","1,008.00","465.00","23.03%","3.92%","-21.00%","369.63%","1,978.45%","6.14","0.04%","19.57%","14.42%","7.08","586.16","631.15","62.32","66.60%","75.00%"
"CIE Automotive","https://scanx.trade/company/mahindra-cie-automotive-ltd","471.65","-4.11%","493.90","5,12,535","17,892.63","22.53","25.99","526.00","356.75","14.83%","14.08%","21.06%","5.14%","161.01%","2.50","1.42%","13.32%","15.32%","21.36","427.04","424.86","60.13","71.18%","80.00%"
"Godawari Power & Ispat","https://scanx.trade/company/godawari-power-ispat-ltd","266.02","-2.28%","270.60","18,81,034","17,817.90","24.58","18.50","290.00","145.75","9.99%","12.15%","62.73%","272.58%","819.21%","3.17","0.80%","20.10%","21.98%","72.91","258.45","232.36","53.23","60.00%","65.00%"
"Natco Pharma","https://scanx.trade/company/natco-pharma-ltd","988.50","1.68%","969.00","20,03,619","17,705.01","11.18","4.43","1,059.00","726.80","18.82%","6.59%","24.07%","83.23%","21.83%","2.01","0.62%","14.68%","30.12%","91.37","878.19","880.80","73.88","66.12%","80.00%"
"Chalet Hotels","https://scanx.trade/company/chalet-hotels-ltd","808.10","-2.03%","825.00","1,05,208","17,676.33","29.84","-1.45","1,082.00","695.00","-1.46%","-7.82%","10.34%","122.49%","386.66%","5.29","-","15.03%","12.21%","11.47","862.15","913.36","33.11","68.91%","80.00%"
"Acutaas Chemicals","https://scanx.trade/company/acutaas-chemicals-ltd","2,158.80","-1.20%","2,170.00","1,77,654","17,674.34","62.82","28.67","2,200.00","976.55","30.57%","20.28%","94.49%","373.27%","361.78%","12.66","0.07%","14.02%","16.51%","15.13","1,855.34","1,514.00","66.95","50.00%","70.00%"
"RR Kabel","https://scanx.trade/company/rrkabel.ltd","1,562.60","2.86%","1,539.00","12,80,544","17,671.32","37.91","19.08","1,562.60","853.55","15.61%","12.46%","75.46%","30.43%","30.43%","7.35","0.39%","16.30%","20.77%","25.49","1,452.89","1,355.91","70.14","60.00%","75.00%"
"Avanti Feeds","https://scanx.trade/company/avanti-feeds-ltd","1,282.80","-3.95%","1,334.00","9,36,526","17,477.59","26.96","47.30","1,489.00","601.55","69.88%","53.40%","72.01%","243.91%","168.37%","6.05","0.67%","14.64%","22.90%","27.81","983.53","796.30","61.74","50.00%","75.00%"
"Ratnamani Metals & Tubes","https://scanx.trade/company/ratnamani-metals-and-tubes-ltd","2,456.00","3.87%","2,370.00","66,603","17,214.60","26.64","18.50","3,050.00","1,936.50","22.37%","2.96%","2.15%","12.51%","93.71%","4.28","0.59%","19.44%","19.84%","84.75","2,224.84","2,479.71","59.45","71.14%","80.00%"
"Gujarat State Petronet","https://scanx.trade/company/gujarat-state-petronet-ltd","304.75","-0.18%","304.80","8,29,479","17,194.34","10.86","34.23","360.60","261.45","2.20%","3.38%","9.21%","9.45%","22.00%","1.44","1.64%","18.46%","13.15%","29.39","303.69","311.76","50.74","69.42%","80.00%"
"JSW Cement","https://scanx.trade/company/jsw-cement-ltd","125.08","-2.07%","128.75","1,00,48,576","17,052.97","-15.24","228.35","162.15","106.65","7.36%","7.89%","-14.37%","-14.37%","-14.37%","2.87","-","-","4.90%","-","119.86","-","56.35","-","70.00%"
"Syngene International","https://scanx.trade/company/syngene-international-ltd","422.20","-0.87%","425.00","8,70,034","17,012.10","48.70","34.23","760.00","424.55","-22.36%","-34.73%","-37.66%","-25.47%","-24.49%","3.62","0.29%","11.98%","13.20%","11.85","544.22","623.18","21.54","76.00%","80.00%"
"Brigade Enterprises","https://scanx.trade/company/brigade-enterprises-ltd","694.05","-3.09%","722.50","12,14,924","16,969.40","22.35","19.99","1,332.00","705.00","-8.70%","-23.86%","-29.11%","48.59%","139.45%","2.70","0.35%","11.27%","12.78%","21.49","804.78","955.48","28.74","67.19%","80.00%"
"Elgi Equipments","https://scanx.trade/company/elgi-equipments-ltd","534.75","-1.20%","542.95","3,32,072","16,946.71","42.50","43.71","608.40","401.00","25.82%","7.24%","18.06%","20.45%","193.58%","8.55","0.41%","19.36%","26.14%","10.23","475.00","498.54","62.72","60.00%","75.00%"
"Nava","https://scanx.trade/company/nava-bharat-ventures-ltd","595.60","-0.91%","604.90","2,43,507","16,855.56","14.11","24.90","735.00","375.25","12.22%","12.82%","43.80%","395.71%","1,540.77%","2.10","1.33%","15.09%","15.42%","64.33","565.81","585.48","60.76","62.51%","80.00%"
"CAMS","https://scanx.trade/company/cams-ltd","677.60","-4.37%","710.00","20,05,279","16,780.81","38.23","34.23","875.00","606.21","-0.26%","-13.87%","4.00%","47.76%","85.59%","14.43","2.04%","38.33%","49.51%","78.32","726.42","773.58","34.49","74.00%","80.00%"
"Belrise Industries","https://scanx.trade/company/belrise-industries-ltd","187.73","1.26%","185.31","48,98,801","16,705.70","34.60","130.59","193.74","89.15","17.42%","18.12%","92.72%","92.72%","92.72%","3.32","0.22%","-","16.84%","-","176.66","-","59.26","60.00%","70.00%"
"Crompton Greaves","https://scanx.trade/company/crompton-greaves-consumer-electricals-ltd","257.85","-1.77%","262.80","20,45,333","16,603.35","35.80","4.69","367.50","217.40","14.45%","-3.91%","-20.81%","-13.73%","-33.05%","4.97","1.14%","12.81%","19.23%","7.36","251.27","297.79","51.08","76.00%","80.00%"
"KFin Technologies","https://scanx.trade/company/kfin-technologies-ltd","956.70","-2.08%","979.00","9,57,570","16,493.60","48.47","34.23","1,388.50","823.00","-6.09%","-10.63%","13.51%","222.61%","162.94%","11.51","0.77%","21.56%","28.63%","15.80","1,034.79","1,107.84","37.86","68.53%","80.00%"
"Neuland Laboratories","https://scanx.trade/company/neuland-laboratories-ltd","12,825.00","-2.87%","13,303.00","53,386","16,454.33","94.63","28.67","19,747.00","10,190.70","-3.21%","-22.97%","17.13%","703.04%","533.02%","10.47","0.09%","23.39%","20.69%","249.83","13,957.34","14,252.36","42.64","36.00%","70.00%"
"Kansai Nerolac Paints","https://scanx.trade/company/kansai-nerolac-paints-ltd","203.51","1.55%","197.00","3,08,431","16,454.21","28.51","37.21","271.18","196.70","-10.38%","-13.03%","-11.80%","-27.18%","-45.39%","2.50","1.87%","21.00%","22.31%","8.39","222.10","239.21","39.32","73.02%","80.00%"
"Choice International","https://scanx.trade/company/choice-international-ltd","736.85","-1.20%","746.50","3,15,628","16,415.29","74.41","30.80","860.50","438.45","-3.05%","-9.15%","52.67%","475.08%","878.42%","10.62","-","12.46%","20.17%","6.86","790.67","769.22","38.95","50.00%","60.00%"
"Century Plyboards","https://scanx.trade/company/century-plyboards-ltd","735.05","-3.72%","762.70","2,05,700","16,330.83","69.98","34.23","859.00","650.00","-0.60%","-9.91%","-2.37%","42.56%","140.06%","6.87","0.13%","20.10%","11.67%","12.61","783.06","771.33","38.94","69.54%","80.00%"
"Travel Food Services","https://scanx.trade/company/travel-food-servicesltd","1,234.20","-0.49%","1,234.00","14,107","16,251.88","37.38","-1.45","1,445.00","1,008.50","15.88%","-9.52%","14.83%","14.83%","14.83%","13.77","0.68%","-","42.28%","-","1,159.90","-","63.96","-","75.00%"
"Ventive Hospitality","https://scanx.trade/company/ventive-hospitality-ltd","694.70","-1.28%","701.00","39,349","16,224.14","41.71","-1.45","840.00","523.40","-3.97%","-6.39%","21.27%","-1.37%","-1.37%","3.30","-","-","5.99%","-","740.66","739.49","32.70","65.00%","75.00%"
"Aarti Industries","https://scanx.trade/company/aarti-industries-ltd","447.15","-1.88%","457.50","5,17,682","16,213.38","43.71","16.37","495.00","338.05","26.74%","18.31%","12.96%","-16.73%","-17.03%","2.89","0.22%","7.87%","7.62%","13.35","398.83","407.98","58.64","74.84%","80.00%"
"DCM Shriram Consolidated","https://scanx.trade/company/dcm-shriram-consolidated-ltd","1,037.20","-2.49%","1,079.70","27,729","16,174.33","24.98","24.98","1,502.30","902.60","-5.83%","-17.62%","9.77%","22.19%","127.96%","2.30","0.85%","6.86%","11.19%","31.47","1,163.62","1,215.22","24.18","66.49%","80.00%"
"IFCI","https://scanx.trade/company/ifci-ltd","59.98","-0.33%","60.50","1,20,81,287","16,160.50","24.58","36.61","74.50","36.20","6.44%","15.84%","40.83%","445.27%","573.93%","1.83","-","-1.80%","6.49%","0.53","56.84","56.66","51.82","0.00%","65.00%"
"Bikaji Foods International","https://scanx.trade/company/bikaji-foods-international-ltd","638.15","1.12%","628.00","1,61,268","15,991.57","66.28","47.30","818.70","600.00","-1.96%","-10.18%","1.59%","75.61%","101.02%","10.55","0.16%","13.30%","16.94%","11.29","683.61","727.28","41.49","60.00%","75.00%"
"Inox Wind","https://scanx.trade/company/inox-wind-ltd","92.13","-2.47%","94.46","89,58,892","15,922.26","30.45","4.69","198.13","93.45","-11.04%","-32.63%","-40.24%","245.83%","446.12%","2.50","-","-29.66%","12.30%","0.66","111.08","143.49","24.88","67.59%","75.00%"
"Syrma SGS","https://scanx.trade/company/syrma-sgs-ltd","822.25","-1.35%","832.00","7,69,838","15,855.49","53.86","15.18","909.90","370.00","23.58%","-4.09%","98.16%","196.79%","164.81%","5.71","0.17%","7.98%","14.84%","5.58","768.85","730.12","51.55","50.00%","65.00%"
"LMW","https://scanx.trade/company/lakshmi-machine-works-ltd","14,763.00","-4.77%","15,500.00","10,105","15,771.31","144.06","59.57","18,250.00","13,450.05","4.00%","-4.61%","3.71%","38.75%","128.91%","5.85","0.19%","13.82%","5.04%","272.28","14,944.34","15,453.44","42.31","70.00%","75.00%"
"Devyani International","https://scanx.trade/company/devyani-international-ltd","127.44","-1.12%","129.29","10,36,880","15,711.72","-322.25","-1.45","191.00","109.62","11.21%","-8.45%","-26.49%","-14.38%","3.19%","10.23","-","-0.72%","6.57%","0.66","131.35","156.01","45.75","60.00%","75.00%"
"Vardhman Textiles","https://scanx.trade/company/vardhman-textiles-ltd","542.55","-1.23%","548.00","4,35,322","15,692.57","19.81","177.72","549.90","361.10","34.48%","25.53%","36.92%","75.55%","129.13%","1.56","0.91%","9.30%","11.25%","25.37","460.21","451.72","69.72","67.53%","80.00%"
"Carborundum Universal","https://scanx.trade/company/carborundum-universal-ltd","823.25","-1.70%","835.05","2,81,254","15,678.05","67.05","42.15","1,128.05","748.50","0.62%","-6.08%","-2.64%","-15.82%","62.18%","4.26","0.48%","14.58%","12.27%","20.19","824.44","904.33","48.73","70.00%","80.00%"
"KEC International","https://scanx.trade/company/kec-international-ltd","585.30","-1.66%","594.80","2,64,919","15,580.69","23.26","17.81","947.00","574.55","-7.82%","-16.45%","-15.51%","23.62%","35.91%","2.81","0.92%","8.47%","23.37%","15.25","660.66","787.32","35.50","64.72%","80.00%"
"Triveni Turbines","https://scanx.trade/company/triveni-turbines-ltd","489.20","-1.35%","493.40","2,80,115","15,551.00","46.07","4.69","675.20","454.10","5.82%","-9.72%","-6.64%","67.53%","385.08%","12.12","0.81%","25.33%","38.63%","9.07","506.75","547.33","45.87","50.00%","75.00%"
"Urban Company","https://scanx.trade/company/urban-company-ltd","107.10","-0.90%","108.00","55,18,405","15,487.83","-207.50","34.23","201.18","106.50","-14.22%","-22.45%","-35.80%","-35.80%","-35.80%","6.96","-","-","2.04%","-","124.96","-","26.85","-","75.00%"
"Amara Raja Energy & Mobility","https://scanx.trade/company/amara-raja-energy-mobility-ltd","844.95","-1.02%","851.00","2,13,318","15,464.73","21.04","130.59","1,109.00","810.10","1.65%","-11.04%","-15.33%","47.60%","-4.22%","2.02","1.23%","13.74%","16.77%","53.17","876.91","959.56","44.08","90.00%","80.00%"
"Onesource Specialty Pharma","https://scanx.trade/company/onesource-specialty-pharma-ltd","1,346.80","1.82%","1,332.00","2,18,471","15,432.33","754.17","4.43","2,248.00","1,057.00","-5.98%","-17.11%","4.92%","-21.24%","-21.24%","2.56","-","-","1.54%","-","1,476.29","1,755.42","52.11","60.00%","70.00%"
"EID Parry","https://scanx.trade/company/eid-parry-ltd","865.20","-1.32%","885.00","4,12,671","15,389.55","7.07","13.41","1,246.80","639.00","-1.64%","-16.21%","26.64%","73.44%","172.25%","1.80","-","14.43%","20.21%","49.62","940.99","1,032.50","36.93","68.09%","80.00%"
"Capri Global Capital","https://scanx.trade/company/capri-global-capital-ltd","159.68","-4.88%","167.90","26,80,252","15,363.67","19.20","30.80","231.35","150.51","-4.36%","-15.36%","-3.03%","-8.21%","82.05%","2.43","0.10%","5.74%","9.96%","3.53","176.16","181.02","33.31","50.00%","70.00%"
"Vinati Organics","https://scanx.trade/company/vinati-organics-ltd","1,472.10","-1.96%","1,492.60","17,299","15,260.62","35.19","16.37","2,040.00","1,412.50","-3.18%","-7.95%","-5.32%","-20.71%","4.97%","5.31","0.50%","20.65%","18.10%","32.57","1,546.98","1,704.13","38.16","71.27%","80.00%"
"Bharat Coking Coal","https://scanx.trade/company/bharat-coking-coal-ltd","32.74","-2.03%","33.40","86,37,486","15,247.02","92.86","-2.79","45.09","32.20","-10.42%","-19.32%","-19.32%","-19.32%","-19.32%","2.75","-","-","17.59%","-","-","-","27.74","-","-"
"Kajaria Ceramics","https://scanx.trade/company/kajaria-ceramics-ltd","957.10","-0.54%","979.35","8,90,380","15,243.95","40.96","111.70","1,321.90","758.70","2.46%","-12.67%","9.41%","-9.56%","1.06%","5.22","0.94%","16.15%","16.54%","25.39","966.70","1,101.46","48.75","70.59%","80.00%"
"Maharashtra Scooters","https://scanx.trade/company/maharashtra-scooters-ltd","13,259.00","-2.29%","13,600.00","7,881","15,153.14","43.29","30.80","18,538.00","8,822.00","1.21%","-8.10%","40.96%","194.86%","261.18%","0.47","1.03%","-","0.62%","-","13,672.06","14,794.70","43.72","-","-"
"Leela Palaces Hotels & Resorts","https://scanx.trade/company/schloss-bangalore-ltd","453.55","2.85%","450.00","3,40,643","15,146.66","42.21","-1.45","474.40","382.50","11.15%","9.49%","4.13%","4.13%","4.13%","2.40","-","-","7.24%","-","430.81","-","62.77","60.00%","80.00%"
"eClerx Services","https://scanx.trade/company/eclerx-eclerx-services-ltd","3,172.40","-3.93%","3,326.70","1,49,212","15,116.60","23.52","49.35","4,995.00","2,168.00","-26.63%","-28.37%","7.50%","116.84%","412.28%","6.00","0.03%","28.50%","27.85%","105.67","4,297.45","4,095.15","19.69","67.08%","80.00%"
